Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-09-25,Google Search,Brand Awareness,380.89,215,29842,9,748.01,Gen Z,top rated productivity app,14939,4.8
2024-12-11,TikTok,Brand Awareness,324.49,2424,46961,8,436.3,Students,mobile finance solutions,44842,2.0
2024-05-21,Google Search,Brand Awareness,342.74,2136,37517,9,152.71,Working Professionals,mobile finance solutions,28361,2.6
2024-06-04,TikTok,Re-engagement,93.88,1580,36947,11,558.02,Gen Z,mobile finance solutions,6568,2.5
2024-05-19,TikTok,Performance/ROAS,451.0,3737,6130,11,652.05,Millennials,free habit tracker,5435,3.3
2024-10-05,Instagram,Performance/ROAS,82.3,2008,49515,10,724.09,Working Professionals,best budget planning app,40007,0.8
2024-10-10,Google Search,Performance/ROAS,18.07,4372,1784,15,785.89,Millennials,best budget planning app,4121,2.0
2024-07-21,Facebook,Brand Awareness,273.83,3810,8144,10,613.02,Millennials,top rated productivity app,33813,2.1
2024-04-18,Google Search,Performance/ROAS,170.63,3829,46077,12,767.11,Students,best budget planning app,33339,3.1
2024-02-16,Google Search,App Install,276.04,3420,13447,6,0.0,Working Professionals,free habit tracker,20194,3.5
2024-01-25,Instagram,Re-engagement,67.12,3646,22514,9,493.04,Students,mobile finance solutions,16868,4.5
2024-09-23,Instagram,App Install,243.14,1726,2251,10,0.0,Millennials,mobile finance solutions,9124,1.3
2024-03-06,Google Search,Performance/ROAS,258.75,1595,48008,9,597.4,Millennials,top rated productivity app,23212,3.0
2024-01-25,Instagram,App Install,328.62,4461,40718,10,0.0,Millennials,best budget planning app,6943,3.6
2024-06-07,Facebook,Re-engagement,309.64,2098,45042,12,197.34,Students,mobile finance solutions,34622,4.2
2024-12-30,Facebook,Re-engagement,231.11,2333,36319,7,92.48,Millennials,secure investment tracker,20986,3.9
2024-10-05,Facebook,Performance/ROAS,249.13,3159,32556,17,113.01,Millennials,free habit tracker,14667,3.4
2024-10-24,TikTok,Re-engagement,498.6,4695,46517,16,289.94,Working Professionals,best budget planning app,1606,3.2
2024-08-10,Google Search,App Install,115.88,4394,13081,9,0.0,Students,mobile finance solutions,3098,3.4
2024-02-24,Google Search,Performance/ROAS,111.72,4333,19935,14,494.28,Working Professionals,free habit tracker,47469,3.3
2024-11-19,Google Search,Re-engagement,133.79,4110,5727,6,355.53,Gen Z,free habit tracker,10417,0.9
2024-03-15,Facebook,Performance/ROAS,470.47,1485,41938,12,256.47,Millennials,top rated productivity app,10988,4.2
2024-06-22,Facebook,Re-engagement,321.51,2644,16954,9,351.83,Working Professionals,best budget planning app,23485,0.7
2024-12-13,Facebook,Performance/ROAS,182.27,3826,14111,7,406.64,Millennials,top rated productivity app,28276,4.3
2024-09-03,Google Search,Performance/ROAS,140.56,342,2601,9,844.51,Working Professionals,secure investment tracker,28035,1.4
2024-01-07,Google Search,Re-engagement,260.1,91,44601,11,282.51,Students,mobile finance solutions,6326,4.4
2024-02-05,Facebook,Performance/ROAS,361.68,3165,30882,9,358.38,Millennials,best budget planning app,21538,3.1
2024-01-02,Google Search,Performance/ROAS,335.37,4263,45190,9,52.4,Students,best budget planning app,8209,3.4
2024-03-20,Facebook,Performance/ROAS,463.91,3410,17944,11,821.52,Gen Z,top rated productivity app,46572,0.8
2024-10-07,Google Search,App Install,476.18,4169,48244,12,0.0,Working Professionals,best budget planning app,47889,4.5
2024-10-05,Facebook,Re-engagement,367.49,3620,29528,10,655.62,Working Professionals,secure investment tracker,45844,3.0
2024-03-24,Google Search,App Install,210.17,3979,48624,11,0.0,Millennials,mobile finance solutions,48086,4.9
2024-05-02,Instagram,Re-engagement,147.55,439,47116,10,932.78,Working Professionals,free habit tracker,28234,2.3
2024-08-16,Facebook,App Install,50.92,2554,11820,10,0.0,Students,mobile finance solutions,27647,1.3
2024-03-20,TikTok,Performance/ROAS,171.59,176,32427,12,788.82,Gen Z,best budget planning app,22093,0.8
2024-03-25,Google Search,Brand Awareness,86.41,4190,32381,5,37.51,Students,free habit tracker,29984,2.0
2024-05-18,Google Search,App Install,455.47,746,9429,7,0.0,Working Professionals,easy goal setting,39687,0.6
2024-07-16,Facebook,Performance/ROAS,5.15,1720,32916,9,742.09,Gen Z,best budget planning app,42197,1.6
2024-01-07,TikTok,Re-engagement,24.25,2283,26895,10,388.07,Students,free habit tracker,29174,0.6
2024-04-15,Facebook,Performance/ROAS,329.27,4245,43058,9,17.2,Students,secure investment tracker,5469,2.7
2024-11-28,Instagram,App Install,442.46,4678,49037,11,0.0,Students,easy goal setting,43427,2.3
2024-02-23,Google Search,Brand Awareness,114.67,4660,41624,3,77.84400000000001,Millennials,easy goal setting,3476,1.4
2024-03-03,Google Search,App Install,472.66,4030,31029,8,0.0,Working Professionals,mobile finance solutions,9750,2.1
2024-09-24,Facebook,Performance/ROAS,486.28,1022,13355,9,790.84,Gen Z,top rated productivity app,15241,3.8
2024-10-21,Google Search,Performance/ROAS,158.77,1491,10844,11,658.74,Working Professionals,secure investment tracker,40186,1.0
2024-06-25,Facebook,Re-engagement,286.99,3870,27722,15,715.7,Working Professionals,top rated productivity app,6155,3.8
2024-10-06,Google Search,Performance/ROAS,28.71,535,7137,15,682.21,Students,top rated productivity app,15611,4.8
2024-10-26,Google Search,App Install,454.41,1122,3002,6,0.0,Millennials,top rated productivity app,38591,0.7
2024-01-02,Facebook,Performance/ROAS,213.28,2320,41998,15,283.16,Students,mobile finance solutions,33503,2.9
2024-09-30,Instagram,Performance/ROAS,428.59,2391,19226,8,592.93,Students,best budget planning app,14507,4.2
2024-01-04,Facebook,Re-engagement,142.5,3214,2421,14,679.65,Working Professionals,mobile finance solutions,41298,1.8
2024-12-29,Facebook,Performance/ROAS,107.74,3807,5052,12,560.49,Working Professionals,easy goal setting,1509,1.9
2024-03-31,TikTok,Re-engagement,387.04,2434,11779,17,585.42,Students,free habit tracker,34682,3.5
2024-11-14,Google Search,Re-engagement,416.12,1488,15671,10,176.67,Millennials,secure investment tracker,5767,2.8
2024-09-21,Facebook,Re-engagement,422.48,674,12363,8,328.57,Working Professionals,best budget planning app,30111,1.6
2024-10-18,Google Search,Performance/ROAS,405.91,3915,37200,9,166.99,Millennials,free habit tracker,15215,1.9
2024-05-31,Google Search,Brand Awareness,34.11,4466,21548,8,582.26,Millennials,secure investment tracker,15769,1.8
2024-04-16,Instagram,Performance/ROAS,444.46,2395,33090,7,303.45,Millennials,mobile finance solutions,21680,3.7
2024-12-15,Facebook,Re-engagement,58.05,4297,31739,13,399.13,Millennials,top rated productivity app,32780,2.9
2024-08-10,Instagram,Re-engagement,498.09,293,12142,7,114.99,Millennials,best budget planning app,33597,1.5
2024-04-16,Instagram,App Install,23.79,2425,25744,14,0.0,Millennials,secure investment tracker,46090,2.4
2024-12-15,Facebook,App Install,348.28,3687,7527,14,0.0,Millennials,best budget planning app,49699,1.4
2024-07-23,Google Search,Performance/ROAS,24.45,703,19528,10,134.52,Students,secure investment tracker,7031,0.6
2024-05-19,Google Search,Brand Awareness,91.07,422,35051,11,994.8,Working Professionals,mobile finance solutions,27455,0.6
2024-12-04,Google Search,Performance/ROAS,406.33,2269,2373,13,535.44,Millennials,easy goal setting,42034,2.0
2024-11-16,Facebook,Re-engagement,475.35,2746,2164,13,363.26,Working Professionals,free habit tracker,46363,0.9
2024-11-25,Facebook,Performance/ROAS,362.62,220,35019,11,690.98,Gen Z,best budget planning app,34897,1.6
2024-08-12,Instagram,Performance/ROAS,138.41,1059,6640,16,206.6,Working Professionals,secure investment tracker,15973,1.6
2024-05-09,Google Search,Performance/ROAS,239.97,3972,11806,5,514.53,Gen Z,best budget planning app,26984,3.2
2024-11-28,Facebook,App Install,325.81,4417,12320,12,0.0,Students,best budget planning app,48044,1.4
2024-10-29,Google Search,Performance/ROAS,8.83,4754,39504,16,414.92,Millennials,easy goal setting,5728,2.1
2024-06-15,Google Search,Performance/ROAS,260.76,4978,2061,9,233.26,Gen Z,easy goal setting,43584,3.9
2024-12-29,Facebook,App Install,152.56,4258,22885,10,0.0,Working Professionals,easy goal setting,1428,4.3
2024-09-22,Instagram,App Install,13.65,2103,20204,9,0.0,Millennials,easy goal setting,25180,4.3
2024-08-16,Google Search,Performance/ROAS,310.41,1941,6858,10,21.48,Millennials,secure investment tracker,23301,1.9
2024-12-08,Facebook,Performance/ROAS,343.69,4990,21127,8,724.37,Gen Z,best budget planning app,47374,4.4
2024-11-03,Facebook,Performance/ROAS,323.51,3467,33500,15,604.08,Students,easy goal setting,36033,2.6
2024-11-15,TikTok,Performance/ROAS,105.97,1265,41366,7,216.29,Gen Z,mobile finance solutions,16765,3.2
2024-10-31,Google Search,Performance/ROAS,376.32,1252,20237,12,19.73,Gen Z,secure investment tracker,23774,4.8
2024-02-03,Google Search,Re-engagement,199.02,4584,8180,10,528.54,Gen Z,mobile finance solutions,40483,4.1
2024-11-09,Google Search,Performance/ROAS,401.08,1228,8484,14,423.86,Gen Z,secure investment tracker,19388,0.7
2024-12-20,Google Search,Performance/ROAS,273.0,1734,41428,8,723.2,Students,top rated productivity app,30900,0.5
2024-08-11,Facebook,Re-engagement,426.54,4643,44734,14,579.4,Millennials,best budget planning app,46567,3.9
2024-06-14,TikTok,Performance/ROAS,198.67,3158,14339,10,982.68,Millennials,easy goal setting,47507,2.0
2024-11-14,Google Search,Performance/ROAS,128.13,1932,38969,11,111.44,Students,best budget planning app,25346,1.6
2024-10-10,Facebook,App Install,408.91,4078,10032,9,0.0,Millennials,secure investment tracker,20780,1.7
2024-10-16,Facebook,Performance/ROAS,156.69,3615,8574,12,346.12,Working Professionals,mobile finance solutions,16756,2.8
2024-05-25,Google Search,Re-engagement,204.44,3654,1995,10,796.46,Students,best budget planning app,16376,1.3
2024-08-04,Google Search,Brand Awareness,204.44,876,34940,10,22.38,Working Professionals,easy goal setting,17184,4.0
2024-05-25,Facebook,Performance/ROAS,278.74,4361,7267,10,231.5,Working Professionals,best budget planning app,41859,1.0
2024-05-16,Facebook,Brand Awareness,78.49,2552,41931,13,612.78,Students,mobile finance solutions,47497,1.7
2024-04-20,Instagram,Re-engagement,263.0,2022,29893,5,965.63,Working Professionals,easy goal setting,5353,4.9
2024-04-25,Google Search,Performance/ROAS,192.93,2776,13030,10,776.73,Millennials,mobile finance solutions,20635,3.5
2024-01-25,Google Search,Brand Awareness,305.52,4252,42018,12,388.25,Gen Z,easy goal setting,45794,3.3
2024-07-24,TikTok,App Install,178.85,2119,30056,12,0.0,Working Professionals,top rated productivity app,13173,2.9
2024-12-09,Google Search,Performance/ROAS,284.68,2911,14339,11,130.74,Millennials,easy goal setting,8145,4.6
2024-04-01,Facebook,Performance/ROAS,136.39,2989,35675,9,274.35,Working Professionals,easy goal setting,30743,4.7
2024-09-03,Instagram,Performance/ROAS,274.38,3838,30344,12,896.41,Gen Z,free habit tracker,30823,4.9
2024-08-10,Google Search,Re-engagement,499.87,4215,32177,13,704.23,Working Professionals,secure investment tracker,23311,1.2
2024-12-11,Google Search,Re-engagement,478.64,1588,15622,8,905.77,Millennials,best budget planning app,25789,2.3
2024-09-03,Google Search,Re-engagement,429.27,3208,40083,5,148.81,Gen Z,free habit tracker,19504,2.1
2024-07-10,TikTok,Performance/ROAS,227.17,2929,10743,12,295.28,Working Professionals,easy goal setting,37948,3.9
2024-09-01,Google Search,Brand Awareness,52.16,1375,28232,15,217.96,Students,top rated productivity app,12458,1.2
2024-09-26,Google Search,Re-engagement,400.43,2247,35733,14,883.06,Working Professionals,top rated productivity app,30125,4.6
2024-01-18,Google Search,Re-engagement,60.19,3951,43268,8,559.47,Millennials,top rated productivity app,43337,2.2
2024-07-28,TikTok,App Install,39.92,3490,10106,10,0.0,Working Professionals,top rated productivity app,2386,3.4
2024-10-02,Facebook,App Install,222.85,4306,31973,13,0.0,Working Professionals,easy goal setting,13661,5.0
2024-01-02,Facebook,Performance/ROAS,246.54,4427,47865,12,131.38,Gen Z,best budget planning app,23093,4.8
2024-05-29,Facebook,Re-engagement,466.64,3337,2166,14,824.11,Working Professionals,best budget planning app,5348,3.5
2024-10-25,Google Search,Performance/ROAS,360.3,2771,10354,13,490.42,Working Professionals,best budget planning app,23538,2.9
2024-01-13,TikTok,Brand Awareness,447.59,4853,25957,15,93.13,Working Professionals,easy goal setting,3065,3.7
2024-05-06,Facebook,Re-engagement,63.97,3548,44743,7,915.38,Students,best budget planning app,4736,0.8
2024-01-05,Facebook,Performance/ROAS,323.83,2897,11480,9,132.15,Gen Z,top rated productivity app,42473,1.5
2024-10-01,Facebook,Brand Awareness,71.22,2386,25242,9,251.04,Students,mobile finance solutions,9986,3.8
2024-04-17,Facebook,Re-engagement,222.48,4276,40625,7,306.48,Working Professionals,top rated productivity app,28676,4.1
2024-03-24,Google Search,Performance/ROAS,113.14,3539,20266,18,317.15,Gen Z,free habit tracker,40376,2.2
2024-06-12,Facebook,Performance/ROAS,485.74,4619,29261,9,600.87,Millennials,free habit tracker,41596,2.4
2024-02-25,TikTok,Performance/ROAS,437.88,413,30826,13,828.03,Gen Z,mobile finance solutions,40189,4.9
2024-09-09,Google Search,Performance/ROAS,275.61,4516,10147,7,317.92,Students,top rated productivity app,39528,2.4
2024-05-17,Facebook,Re-engagement,235.43,3226,10424,2,41.624,Students,easy goal setting,48868,3.3
2024-06-03,Google Search,Re-engagement,218.65,1400,28392,7,37.56,Working Professionals,secure investment tracker,33840,3.2
2024-02-16,TikTok,Re-engagement,252.8,1648,18069,11,377.0,Working Professionals,top rated productivity app,22919,1.5
2024-03-07,Facebook,Performance/ROAS,140.48,3676,33730,10,879.4,Students,secure investment tracker,46153,5.0
2024-11-06,Facebook,Performance/ROAS,173.49,500,22480,11,772.15,Students,free habit tracker,15774,4.2
2024-10-19,Facebook,Performance/ROAS,439.49,804,23691,8,143.9,Gen Z,best budget planning app,36075,3.2
2024-04-01,Google Search,App Install,114.95,1195,14572,7,0.0,Millennials,secure investment tracker,6451,2.1
2024-03-11,Instagram,Brand Awareness,490.02,4826,2606,11,364.04,Students,free habit tracker,27439,1.6
2024-10-31,Google Search,Re-engagement,272.79,4796,13578,12,274.15,Working Professionals,mobile finance solutions,10876,3.6
2024-04-27,Instagram,Performance/ROAS,91.86,3370,4484,12,878.65,Gen Z,secure investment tracker,39405,0.7
2024-01-17,Google Search,Re-engagement,469.68,2925,13763,10,478.28,Gen Z,easy goal setting,24528,1.5
2024-12-25,Facebook,Performance/ROAS,322.88,1686,38106,12,259.04,Millennials,secure investment tracker,5290,3.9
2024-09-25,Google Search,App Install,445.92,3749,34519,8,0.0,Gen Z,free habit tracker,46324,4.1
2024-05-17,Instagram,Performance/ROAS,345.96,1196,30765,8,395.16,Millennials,top rated productivity app,46224,0.5
2024-02-11,Instagram,Brand Awareness,104.2,122,691,8,707.96,Students,best budget planning app,23923,3.3
2024-01-19,Facebook,Re-engagement,489.46,3105,31296,7,221.43,Gen Z,free habit tracker,2019,2.8
2024-10-15,Facebook,Performance/ROAS,15.88,1576,13874,16,562.1,Gen Z,top rated productivity app,49499,2.2
2024-11-02,Instagram,Re-engagement,194.46,2145,20239,10,440.36,Students,top rated productivity app,32419,3.5
2024-01-15,Instagram,Performance/ROAS,388.42,3427,25980,9,570.23,Working Professionals,best budget planning app,34877,3.8
2024-02-20,Instagram,App Install,109.67,590,29986,12,0.0,Gen Z,free habit tracker,17999,0.8
2024-12-30,Google Search,Performance/ROAS,372.53,2221,34029,8,152.36,Students,easy goal setting,36339,0.6
2024-07-01,Instagram,App Install,119.26,4870,30059,8,0.0,Gen Z,mobile finance solutions,13918,1.6
2024-10-03,Instagram,Performance/ROAS,284.59,3029,37374,18,224.09,Millennials,secure investment tracker,47370,1.0
2024-03-04,Google Search,Brand Awareness,41.31,3628,5275,6,630.66,Gen Z,best budget planning app,42531,0.6
2024-08-02,Facebook,Performance/ROAS,266.68,4201,26696,10,110.98,Gen Z,secure investment tracker,26904,2.1
2024-08-03,Google Search,Performance/ROAS,397.94,807,47857,8,254.41,Gen Z,secure investment tracker,27930,1.3
2024-08-21,Google Search,Re-engagement,15.57,2352,21440,4,10.86,Working Professionals,free habit tracker,30307,2.9
2024-04-21,Google Search,Performance/ROAS,328.58,4532,19761,8,906.69,Working Professionals,top rated productivity app,32764,4.3
2024-02-12,Facebook,Performance/ROAS,17.54,1506,13339,9,507.02,Students,secure investment tracker,30691,1.9
2024-01-10,Google Search,Brand Awareness,174.76,1336,42353,10,340.64,Millennials,secure investment tracker,42977,3.3
2024-02-28,TikTok,Performance/ROAS,380.11,2654,27903,16,992.96,Students,secure investment tracker,19574,3.7
2024-06-21,Google Search,Performance/ROAS,142.1,955,15364,11,159.06,Students,free habit tracker,30035,4.0
2024-06-02,Facebook,App Install,330.4,3249,48156,7,0.0,Gen Z,free habit tracker,48278,1.0
2024-11-01,Google Search,Brand Awareness,437.85,4225,27563,6,188.74,Students,free habit tracker,30346,0.5
2024-11-21,Facebook,Performance/ROAS,333.08,2274,5584,10,587.97,Gen Z,free habit tracker,24254,2.2
2024-12-02,TikTok,Performance/ROAS,29.76,2129,39140,10,263.06,Students,top rated productivity app,8091,4.2
2024-05-31,Instagram,Performance/ROAS,323.26,4977,48914,15,11.01,Millennials,easy goal setting,37540,4.7
2024-08-16,Google Search,Re-engagement,344.02,862,18930,8,430.63,Millennials,easy goal setting,48297,2.2
2024-06-10,Facebook,App Install,302.37,739,48387,14,0.0,Working Professionals,best budget planning app,7820,1.8
2024-10-13,Google Search,App Install,440.77,4844,14135,7,0.0,Students,free habit tracker,19179,3.4
2024-07-12,Facebook,Performance/ROAS,288.82,999,34672,11,441.42,Students,best budget planning app,5768,3.7
2024-05-24,Instagram,Performance/ROAS,227.14,2290,10181,7,875.57,Millennials,best budget planning app,5675,1.3
2024-03-09,Facebook,Re-engagement,85.02,3418,32187,13,166.03,Gen Z,free habit tracker,46857,2.9
